name,national_team,club,POSITION,CLUB NUMBER,NATIONAL TEAM NUMBER,COUNTRY OF BIRTH,DATE OF BIRTH,Matches played,Minutes played,Goals,Saves,Clean sheets,Passing accuracy (%),Top speed (km/h),Distance covered (km),Yellow cards,Red cards,Saves from direct free-kicks,Saves from indirect free-kicks,Saves from penalties,Goals conceded,Claims,High claims,Low claims,Punches made,Penalties scored,Balls recovered,Blocks,Own goals conceded,Penalties conceded,Clearances completed,Attempts conceded on target,Passes completed,Short passes completed,Medium passes completed,Long passes completed,Backward passes completed,Passes completed to left,Passes completed to right,Crossing accuracy (%),Crosses completed,Free-kicks taken,Times in possession,Passes into attacking third,Passes into key play area,Passes into penalty area,Right foot,Left foot,Head,Other,Assists,Clear chances,Penalties missed,Penalties awarded,Corners taken,Offsides,Dribbles,Runs into attacking third,Runs into key play area,Runs into penalty area,Fouls committed,Fouls committed in defensive third,Fouls committed in own half,Fouls suffered
MICHAŁ SKÓRAŚ,Poland,Club Brugge,Forward,,,,15/2/2000 (24),1,22,0,,,67%,31.4,3.29,0,0,,,,,,,,,0,2,0,0,0,1/1,0,6/9,1/4,5/5,0/0,2/2,2/2,0/1,0%,0/0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAMIL GROSICKI,Poland,Pogoń,Midfielder,,,,08/6/1988 (36),1,15,0,,,33%,29.4,2.32,0,0,,,,,,,,,0,1,0,0,0,0/0,0,1/3,0/2,1/1,0/0,0/0,0/0,1/2,0%,0/2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BARTOSZ BERESZYŃSKI,Poland,Empoli,Defender,,,,12/7/1992 (31),1,4,0,,,100%,33.3,1.16,0,0,,,,,,,,,0,0,0,0,0,0/0,0,1/1,1/1,0/0,0/0,0/0,0/0,1/1,0%,0/1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCIN BUŁKA,Poland,Nice,Goalkeeper,,,,04/10/1999 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAMIAN SZYMAŃSKI,Poland,AEK Athens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEBASTIAN WALUKIEWICZ,Poland,Empoli,Defender,,,,05/4/2000 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYMOTEUSZ PUCHACZ,Poland,Kaiserslautern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 DIOGO COSTA,Portugal,FC Porto,Goalkeeper,,,,19/9/1999 (24),3,270,0,4,1,90%,26,9.97,0,0,0,0,0,3,6,3,3,0,0,0,0,0,0,1/1,7,76/86,10/10,49/49,17/27,1/1,18/18,29/30,0%,0/0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISTIANO RONALDO,Portugal,Al-Nassr,Forward,,,,05/2/1985 (39),3,246,0,,,86.67%,32.71,18.69,1,0,,,,,,,,,0,0,1,0,0,0/0,0,42/47,22/23,17/21,3/3,18/22,10/10,11/11,33.34%,1/3,1,76,2,5,2,0,0,0,0,1,0,0,0,0,5,4,2,1,1,0,0,0,1
 BRUNO FERNANDES,Portugal,Man United,Midfielder,,,,08/9/1994 (29),2,180,1,,,84%,31.1,23.4,0,0,,,,,,,,,0,6,1,0,0,0/0,0,112/134,33/36,62/76,17/22,27/28,30/37,28/31,12.5%,1/8,2,162,11,7,7,1,0,0,0,0,0,0,0,5,2,3,6,7,2,2,0,0,4
 BERNARDO SILVA,Portugal,Man City,Midfielder,,,,10/8/1994 (29),2,180,1,,,89%,29.6,24.23,0,0,,,,,,,,,0,3,0,0,0,2/2,0,97/109,40/46,51/57,6/6,37/38,29/36,6/7,20%,1/5,1,128,6,8,5,0,1,0,0,0,0,0,0,2,0,4,11,6,3,0,0,0,2
 RÚBEN DIAS,Portugal,Man City,Defender,,,,14/5/1997 (27),2,180,0,,,93.5%,28.9,22.53,0,0,,,,,,,,,0,9,2,0,0,7/7,0,173/185,55/58,101/104,17/23,11/11,76/78,30/31,50%,1/2,5,204,22,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
 NUNO MENDES,Portugal,Paris,Defender,,,,19/6/2002 (22),2,179,0,,,90%,35.21,18.61,0,0,,,,,,,,,0,11,1,0,0,3/4,0,115/129,32/34,74/83,9/12,21/22,6/6,42/46,0%,0/5,4,178,10,5,0,0,0,0,0,1,0,0,0,0,0,4,5,1,0,3,0,0,1
 VITINHA,Portugal,Paris,Midfielder,,,,13/2/2000 (24),2,177,0,,,89%,30.4,22.4,0,0,,,,,,,,,0,11,0,0,0,0/0,0,144/161,38/44,91/97,15/20,22/24,49/55,44/49,33.34%,3/9,2,179,19,14,5,0,0,0,0,0,0,0,0,7,0,4,5,5,0,0,0,0,7
 PEPE,Portugal,FC Porto,Defender,,,,26/2/1983 (41),2,173,0,,,95%,31,19.36,0,0,,,,,,,,,0,17,0,0,0,4/6,0,138/146,29/31,98/102,11/13,5/5,46/46,47/50,0%,0/0,3,165,10,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
 JOÃO CANCELO,Portugal,Barcelona,Defender,,,,27/5/1994 (30),2,157,0,,,90%,31.5,19.03,0,0,,,,,,,,,0,10,0,0,0,2/2,0,107/119,25/30,73/79,9/10,33/33,28/29,21/27,50%,2/4,0,145,8,9,7,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,0,0,2
DIOGO DALOT,Portugal,Man United,Defender,,,,18/3/1999 (25),2,153,0,,,93.5%,30.6,7.69,0,0,,,,,,,,,0,7,1,0,0,0/0,0,86/92,28/31,54/57,4/4,25/25,24/28,6/6,0%,0/2,0,110,12,11,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,1,0,0,0
 PEDRO NETO,Portugal,Wolves,Midfielder,,,,09/3/2000 (24),3,121,0,,,53.34%,32.9,5.85,1,0,,,,,,,,,0,6,0,0,0,1/1,0,71/84,29/34,38/45,4/5,31/32,5/6,25/32,33.34%,4/12,1,106,3,8,3,0,0,0,0,0,0,0,0,1,0,8,8,3,4,1,0,0,1
 GONÇALO INÁCIO,Portugal,Sporting CP,Defender,,,,25/8/2001 (22),2,117,0,,,86.5%,28.8,3.64,0,0,,,,,,,,,0,10,0,0,0,4/4,0,127/140,47/50,75/82,5/8,6/6,16/17,39/41,0%,0/1,1,156,32,13,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,0,0,0
 RAFAEL LEÃO,Portugal,Milan,Forward,,,,10/6/1999 (25),2,108,0,,,80%,35.4,10.8,2,0,,,,,,,,,0,1,0,0,0,0/0,0,26/33,10/11,16/20,0/2,11/11,1/1,10/17,16.67%,1/6,0,51,1,2,4,0,0,0,0,0,0,0,0,0,0,12,3,1,8,2,0,0,3
 FRANCISCO CONCEIÇÃO,Portugal,FC Porto,Forward,,,,14/12/2002 (21),2,91,1,,,93%,25.7,0.77,1,0,,,,,,,,,0,2,0,0,0,0/0,0,52/60,18/21,32/35,2/4,28/28,13/19,8/8,11.12%,1/9,0,88,0,4,4,0,1,0,0,0,0,0,0,0,0,8,1,2,2,2,1,1,2
 RÚBEN NEVES,Portugal,Al-Hilal,Midfielder,,,,13/3/1997 (27),2,90,0,,,88.5%,30.2,6.34,1,0,,,,,,,,,0,3,1,0,0,0/0,0,46/52,5/6,37/42,4/4,8/8,11/12,14/15,12.5%,1/8,2,74,7,0,2,0,0,0,0,0,0,0,0,6,0,1,1,0,0,3,0,1,0
 JOÃO PALHINHA,Portugal,Fulham,Midfielder,,,,09/7/1995 (28),2,90,0,,,97%,29.5,5.73,1,0,,,,,,,,,0,7,0,0,0,2/2,0,53/55,20/21,29/29,4/5,11/11,11/11,20/21,0%,0/0,1,66,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1
 JOÃO FÉLIX,Portugal,Barcelona,Forward,,,,10/11/1999 (24),1,90,0,,,91%,,,0,0,,,,,,,,,0,0,0,0,0,0/0,0,61/67,24/26,32/36,5/5,17/18,9/11,23/24,28.58%,2/7,1,83,2,10,3,0,0,0,0,0,0,0,0,4,0,7,6,8,0,0,0,0,1
 DANILO,Portugal,Paris,Midfielder,,,,09/9/1991 (32),1,90,0,,,97%,,,0,0,,,,,,,,,0,6,0,0,0,1/2,0,84/87,11/13,62/63,11/11,3/3,31/31,34/36,0%,0/0,1,92,17,9,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0
 JOÃO NEVES,Portugal,Benfica,Midfielder,,,,27/9/2004 (19),2,77,0,,,96%,27,1.05,0,0,,,,,,,,,0,8,0,0,0,0/0,0,63/68,28/32,29/30,6/6,16/18,17/18,12/12,0%,0/1,0,74,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1
 ANTÓNIO SILVA,Portugal,Benfica,Defender,,,,30/10/2003 (20),2,73,0,,,95%,30.2,1.42,0,0,,,,,,,,,0,5,0,0,1,1/1,0,57/63,13/15,42/46,2/2,7/7,13/14,9/10,0%,0/1,1,71,12,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,1,1
 NÉLSON SEMEDO,Portugal,Wolves,Defender,,,,16/11/1993 (30),3,47,0,,,66.67%,30.5,3.6,0,0,,,,,,,,,0,1,0,0,0,0/0,0,21/21,9/9,11/11,1/1,12/12,6/6,0/0,0%,0/0,1,31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
 DIOGO JOTA,Portugal,Liverpool,Forward,,,,04/12/1996 (27),2,42,0,,,75%,32.9,4.06,0,0,,,,,,,,,0,3,0,0,0,0/0,0,15/21,8/9,7/11,0/1,8/8,3/3,1/2,0%,0/1,0,28,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0
 GONÇALO RAMOS,Portugal,Paris,Forward,,,,20/6/2001 (23),1,24,0,,,100%,,,0,0,,,,,,,,,0,0,0,0,0,1/1,0,1/1,0/0,1/1,0/0,0/0,0/0,1/1,0%,0/0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 MATHEUS NUNES,Portugal,Man City,Midfielder,,,,27/8/1998 (25),1,15,0,,,94%,,,0,0,,,,,,,,,0,0,0,0,0,0/0,0,16/17,4/5,11/11,1/1,6/6,5/5,3/3,0%,0/1,0,21,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
 RUI PATRÍCIO,Portugal,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 JOSÉ SÁ,Portugal,Wolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADU DRĂGUȘIN,Romania,Tottenham,Defender,,,,03/2/2002 (22),3,270,0,,,89%,33.6,28.67,0,0,,,,,,,,,0,16,3,0,0,10/20,0,73/83,16/16,49/51,8/16,5/5,41/41,6/6,0%,0/0,6,116,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1,4
NICUȘOR BANCU,Romania,U Craiova,Defender,,,,18/9/1992 (31),3,270,0,,,77.34%,32.21,30.6,2,0,,,,,,,,,0,12,2,0,0,10/11,0,80/102,29/34,48/62,3/6,16/16,6/6,29/32,0%,0/6,1,168,9,13,3,0,0,0,0,0,0,0,0,0,0,2,8,3,0,4,0,0,2
ANDREI BURCĂ,Romania,Al-Okhdood,Defender,,,,15/4/1993 (31),3,270,0,,,80.67%,31.9,29.18,1,0,,,,,,,,,0,15,2,0,0,9/13,0,91/108,13/16,68/72,10/20,11/11,19/21,35/36,0%,0/0,4,142,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
FLORIN NIȚĂ,Romania,Gaziantep,Goalkeeper,,,,03/7/1987 (36),3,270,0,13,1,59%,26.2,17.48,0,0,0,0,0,3,8,3,5,3,0,0,0,0,0,1/3,16,60/102,5/5,26/27,29/70,0/0,15/16,13/14,0%,0/0,12,117,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREI RAȚIU,Romania,Rayo Vallecano,Defender,,,,20/6/1998 (26),3,269,0,,,87.34%,34.71,30.51,0,0,,,,,,,,,0,11,0,0,0,7/10,0,54/62,19/24,33/34,2/4,10/10,18/19,4/5,0%,0/3,1,131,4,2,0,0,0,0,0,0,0,0,0,0,0,6,6,1,1,0,0,0,0
NICOLAE STANCIU,Romania,Damac FC,Midfielder,,,,07/5/1993 (31),3,267,1,,,76.34%,30.1,34.05,0,0,,,,,,,,,0,8,1,0,0,2/2,0,66/86,21/31,37/42,8/13,23/24,16/17,15/22,66.67%,2/3,3,108,6,3,4,1,0,0,0,0,0,0,0,5,0,1,3,2,0,2,0,1,3
RĂZVAN MARIN,Romania,Empoli,Midfielder,,,,23/5/1996 (28),3,266,2,,,80%,29.3,32.24,1,0,,,,,,,,,1,5,3,0,0,2/3,0,69/85,19/25,44/48,6/12,6/6,23/27,23/25,0%,0/2,4,112,9,3,0,2,0,0,0,0,0,0,0,0,1,3,5,4,0,3,1,1,3
MARIUS MARIN,Romania,Pisa,Midfielder,,,,30/8/1998 (25),3,233,0,,,84%,33.71,27.75,1,0,,,,,,,,,0,9,1,0,0,1/5,0,62/75,17/20,43/49,2/6,8/10,22/24,10/14,100%,1/1,1,102,10,5,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,4,2,2,4
DENIS DRĂGUŞ,Romania,Gaziantep,Forward,,,,06/7/1999 (24),3,222,1,,,74.67%,34.5,26.36,0,0,,,,,,,,,0,3,0,0,0,2/3,0,33/43,20/27,11/14,2/2,6/6,12/15,10/13,100%,1/1,0,74,0,1,1,0,1,0,0,0,0,0,0,0,1,5,2,1,1,7,1,3,2
DENNIS MAN,Romania,Parma,Forward,,,,26/8/1998 (25),3,176,0,,,77.67%,33.21,19.79,0,0,,,,,,,,,0,3,0,0,0,0/0,0,38/51,19/25,18/24,1/2,10/11,19/24,2/3,0%,0/6,0,76,1,10,2,0,0,0,0,2,1,0,0,6,0,5,3,5,4,1,0,0,1
FLORINEL COMAN,Romania,FCSB,Forward,,,,10/4/1998 (26),2,120,0,,,79%,32,12.89,0,0,,,,,,,,,0,3,0,0,0,2/2,0,20/25,11/13,9/12,0/0,5/5,2/3,10/11,0%,0/1,0,41,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1
IANIS HAGI,Romania,Alavés,Midfielder,,,,22/10/1998 (25),3,116,0,,,67%,29.3,13.74,0,0,,,,,,,,,0,5,0,0,0,0/0,0,32/46,18/19,14/20,0/7,14/15,8/14,8/10,0%,0/4,1,67,0,2,1,0,0,0,0,0,0,0,1,1,1,3,1,4,2,2,1,1,4
VALENTIN MIHĂILĂ,Romania,Parma,Forward,,,,02/2/2000 (24),2,96,0,,,80.5%,35.8,11.87,0,0,,,,,,,,,0,2,0,0,0,2/4,0,17/21,12/13,4/6,1/2,8/8,0/2,6/7,0%,0/0,1,45,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1
GEORGE PUŞCAŞ,Romania,Bari 1908,Forward,,,,08/4/1996 (28),2,39,0,,,39%,33.4,5.22,1,0,,,,,,,,,0,1,0,0,0,0/1,0,5/13,1/6,4/7,0/0,3/6,0/1,2/5,0%,0/0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
DEIAN SORESCU,Romania,Gaziantep,Midfielder,,,,29/8/1997 (26),2,33,0,,,71%,29.9,4.2,0,0,,,,,,,,,0,0,0,0,0,0/0,0,7/10,1/2,6/8,0/0,3/3,1/1,1/2,0%,0/1,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DARIUS OLARU,Romania,FCSB,Midfielder,,,,03/3/1998 (26),1,22,0,,,79%,30.5,3.72,0,0,,,,,,,,,0,0,0,0,0,0/0,0,11/14,5/6,5/7,1/1,2/2,4/6,2/2,0%,0/0,0,15,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ADRIAN RUS,Romania,Pafos,Defender,,,,18/3/1996 (28),2,19,0,,,25%,29.1,2.98,0,0,,,,,,,,,0,0,0,0,0,0/0,0,1/5,0/2,1/3,0/0,0/0,0/0,0/0,0%,0/0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENIS ALIBEC,Romania,Muaither SC,Forward,,,,05/1/1991 (33),1,9,0,,,100%,32.6,1.44,0,0,,,,,,,,,0,0,0,0,0,0/0,0,1/1,1/1,0/0,0/0,1/1,0/0,0/0,0%,0/0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BOGDAN RACOVIŢAN,Romania,Raków,Defender,,,,06/6/2000 (24),1,3,0,,,0%,,,0,0,,,,,,,,,0,0,0,0,0,0/0,0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0%,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HORAȚIU MOLDOVAN,Romania,Atlético de Madrid,Goalkeeper,,,,20/1/1998 (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANIEL BÎRLIGEA,Romania,CFR Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRIAN ȘUT,Romania,FCSB,Midfielder,,,,30/4/1999 (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VASILE MOGOȘ,Romania,CFR Cluj,Defender,,,,31/10/1992 (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŞTEFAN TÂRNOVANU,Romania,FCSB,Goalkeeper,,,,09/5/2000 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEXANDRU CICÂLDĂU,Romania,Konyaspor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IONUŢ NEDELCEARU,Romania,Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT MCTOMINAY,Scotland,Man United,Midfielder,,,,08/12/1996 (27),3,270,1,,,76%,31.4,34.16,2,0,,,,,,,,,0,8,1,0,0,6/6,0,42/55,10/15,28/35,4/5,15/17,7/11,13/16,42.86%,3/7,4,96,2,1,5,0,1,0,0,0,0,0,0,5,0,2,3,2,0,3,1,1,6
JACK HENDRY,Scotland,Al-Ettifaq,Defender,,,,07/5/1995 (29),3,270,0,,,83.34%,34.21,29.97,0,0,,,,,,,,,0,14,2,0,0,5/9,0,98/116,19/24,69/76,10/16,8/9,43/49,16/17,0%,0/1,6,150,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4
ANGUS GUNN,Scotland,Norwich,Goalkeeper,,,,22/1/1996 (28),3,270,0,12,0,62%,25,18.36,0,0,0,0,0,7,6,5,1,2,0,0,0,0,0,9/10,19,64/103,8/8,32/32,24/63,0/0,16/16,15/15,0%,0/0,14,128,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW ROBERTSON,Scotland,Liverpool,Defender,,,,11/3/1994 (30),3,269,0,,,79.67%,34.3,27.04,0,0,,,,,,,,,0,15,0,0,0,7/9,0,76/95,19/24,52/59,5/12,21/21,4/8,32/34,27.28%,3/11,12,154,11,4,5,0,0,0,0,0,0,0,0,1,0,5,1,1,0,1,1,1,2
ANTHONY RALSTON,Scotland,Celtic,Defender,,,,16/11/1998 (25),3,263,0,,,72%,32,30.4,1,0,,,,,,,,,0,6,1,0,0,5/5,0,54/74,14/20,35/46,5/8,18/20,25/32,0/2,37.5%,3/8,0,119,4,4,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,1,3
CALLUM MCGREGOR,Scotland,Celtic,Midfielder,,,,14/6/1993 (31),3,247,0,,,91%,31.3,33.35,0,0,,,,,,,,,0,6,1,0,0,4/4,0,107/114,29/32,73/76,5/6,24/26,41/41,31/33,0%,0/1,3,149,9,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1
JOHN MCGINN,Scotland,Aston Villa,Midfielder,,,,18/10/1994 (29),3,232,0,,,69.67%,31.6,24.04,1,0,,,,,,,,,0,3,0,0,0,0/0,0,28/40,9/10,18/27,1/3,7/8,9/12,6/10,0%,0/4,0,63,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,9
GRANT HANLEY,Scotland,Norwich,Defender,,,,20/11/1991 (32),3,225,0,,,84.67%,33.4,25.52,0,0,,,,,,,,,0,15,1,0,0,8/11,0,116/137,29/31,79/90,8/16,10/11,32/32,41/45,0%,0/0,3,159,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,1
CHÉ ADAMS,Scotland,Southampton,Forward,,,,13/7/1996 (27),3,210,0,,,89.34%,31.3,21.96,0,0,,,,,,,,,0,0,0,0,0,0/0,0,32/36,12/13,16/18,4/5,11/11,8/10,7/7,0%,0/1,0,54,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,6,2,3,3
BILLY GILMOUR,Scotland,Brighton,Midfielder,,,,11/6/2001 (23),3,185,0,,,89%,30.9,23.83,0,0,,,,,,,,,0,1,0,0,0,0/1,0,93/104,30/34,58/63,5/7,20/21,33/37,24/27,0%,0/3,3,128,7,6,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,1
KIERAN TIERNEY,Scotland,Real Sociedad,Defender,,,,05/6/1997 (27),2,138,0,,,85%,35,15.16,0,0,,,,,,,,,0,8,1,0,0,3/3,0,70/82,18/20,43/46,9/16,7/8,4/4,27/29,0%,0/2,4,101,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SCOTT MCKENNA,Scotland,Copenhagen,Defender,,,,12/11/1996 (27),3,132,0,,,89%,30.6,15.55,1,0,,,,,,,,,0,9,1,0,0,6/7,0,71/77,14/15,52/54,5/8,12/13,10/10,35/35,0%,0/1,2,104,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0
RYAN CHRISTIE,Scotland,Bournemouth,Forward,,,,22/2/1995 (29),3,90,0,,,78%,31,13.14,0,0,,,,,,,,,0,2,0,0,0,1/1,0,15/21,7/10,7/10,1/1,8/11,4/5,1/2,0%,0/0,0,37,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,2,4
RYAN PORTEOUS,Scotland,Watford,Defender,,,,25/3/1999 (25),1,44,0,,,76%,29.1,4.41,0,1,,,,,,,,,0,1,0,0,1,0/1,0,19/25,4/5,13/16,2/4,2/2,6/6,5/6,0%,0/0,1,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
KENNY MCLEAN,Scotland,Norwich,Midfielder,,,,08/1/1992 (32),3,41,0,,,73%,29.4,7.2,0,0,,,,,,,,,0,1,0,0,0,2/2,0,19/26,7/7,9/16,3/3,2/2,9/10,5/8,0%,0/0,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LAWRENCE SHANKLAND,Scotland,Hearts,Forward,,,,10/8/1995 (28),3,23,0,,,59%,29.4,5.4,0,0,,,,,,,,,0,2,0,0,0,0/1,0,6/13,2/7,3/5,1/1,3/3,2/7,0/1,100%,1/1,0,17,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
STUART ARMSTRONG,Scotland,Southampton,Midfielder,,,,30/3/1992 (32),1,14,0,,,71%,29.9,3.4,0,0,,,,,,,,,0,0,0,0,0,0/0,0,5/7,0/2,4/4,1/1,0/1,0/0,4/4,66.67%,2/3,0,14,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
LEWIS MORGAN,Scotland,New York,Midfielder,,,,30/9/1996 (27),1,1,0,,,67%,33,1.85,0,0,,,,,,,,,0,0,0,0,0,0/0,0,2/3,0/0,2/3,0/0,1/2,1/1,0/0,0%,0/0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOMMY CONWAY,Scotland,Bristol City,Forward,,,,06/8/2002 (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZANDER CLARK,Scotland,Hearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREG TAYLOR,Scotland,Celtic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSS MCCRORIE,Scotland,Bristol City,Defender,,,,18/3/1998 (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIAM KELLY,Scotland,Motherwell,Goalkeeper,,,,23/1/1996 (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYAN JACK,Scotland,Rangers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAMES FORREST,Scotland,Celtic,Midfielder,,,,07/7/1991 (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIAM COOPER,Scotland,Leeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRAHINJA PAVLOVIĆ,Serbia,Salzburg,Defender,,,,24/5/2001 (23),3,270,0,,,82%,34.4,31.71,0,0,,,,,,,,,0,18,0,0,0,10/11,0,137/167,37/45,94/107,6/15,31/32,12/15,54/61,0%,0/5,4,213,14,4,2,0,0,0,0,0,0,0,0,0,0,4,8,2,0,2,1,2,3
NIKOLA MILENKOVIĆ,Serbia,Fiorentina,Defender,,,,12/10/1997 (26),3,270,0,,,95.34%,30.6,28.71,1,0,,,,,,,,,0,21,3,0,0,11/13,0,215/226,35/38,169/171,11/17,8/8,54/55,102/102,0%,0/0,5,251,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,3,3
MILOŠ VELJKOVIĆ,Serbia,Bremen,Defender,,,,26/9/1995 (28),3,270,0,,,92.34%,30.2,32.1,0,0,,,,,,,,,0,14,0,0,0,7/9,0,202/218,25/26,160/166,17/26,21/21,82/86,27/28,0%,0/1,1,241,34,9,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1
PREDRAG RAJKOVIĆ,Serbia,Mallorca,Goalkeeper,,,,31/10/1995 (28),3,270,0,8,1,70%,24.3,13.16,0,0,0,0,0,2,9,7,2,3,0,0,0,0,0,1/1,10,70/100,6/6,43/43,21/51,2/2,19/19,19/19,0%,0/0,7,114,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
